UserID,ItemID,Artist,Count
12,1049,elvis costello,579
12,1246,steve reich,560
12,724,kid koala,512
12,1774,astor piazzolla,497
12,1109,antony and the johnsons,469
12,1808,jeff buckley,450
12,574,blondie,446
12,795,the cure,442
12,1938,carla bruni,391
12,1368,nouvelle vague,375
12,13,elvis presley,334
12,1772,gorillaz,332
12,1999,shpongle,326
12,1059,brazilian girls,325
12,1305,talking heads,316
12,1831,r.e.m.,312
12,740,amon tobin,285
12,1199,lou reed,273
12,181,the chemical brothers,271
12,699,marilyn manson,270
12,1391,bloodhound gang,265
12,807,kruder & dorfmeister,258
12,1176,nick drake,251
12,1210,the doors,251
12,1668,benga,215
12,437,duke ellington,215
12,540,skalpel,215
12,1672,johnny cash,200
12,1115,jacques brel,193
12,1661,supertramp,193
12,1009,nirvana,191
12,988,pearl jam,184
12,990,pink floyd,178
12,1367,john lee hooker,176
12,482,scissor sisters,172
12,1765,cocorosie,170
12,914,sting,169
12,235,the mars volta,168
12,1064,red hot chili peppers,161
12,26,queen,158
12,859,donovan,149
12,764,gotan project,144
12,1799,sex pistols,127
12,1100,the clash,126
12,1880,john frusciante,123
12,1254,u2,116
12,944,pat metheny,112
13,1925,sigur rós,652
13,291,deine lakaien,454
13,1533,tom waits,362
13,1485,pet shop boys,341
13,229,clan of xymox,280
13,608,max richter,273
13,175,mylène farmer,265
13,1084,peter gabriel,207
13,1022,björk,181
13,985,vnv nation,180
13,764,gotan project,162
13,362,alphaville,155
13,1146,the killers,133
13,1464,nitin sawhney,132
13,1007,depeche mode,115
13,1605,coldplay,114
13,908,rufus wainwright,111
13,1211,hybrid,108
13,1169,booka shade,98
13,1431,front line assembly,97
13,1387,interpol,97
13,1790,iamx,94
13,109,massive attack,93
13,1204,burial,92
13,152,juno reactor,89
13,1572,laibach,88
13,1019,covenant,87
13,1109,antony and the johnsons,80
13,1978,shantel,76
13,1705,abba,69
13,655,vangelis,66
13,1014,jean michel jarre,55
13,313,buena vista social club,54
13,297,deus,52
14,138,john mayer,81
14,990,pink floyd,43
14,1252,rod stewart,43
14,1163,norah jones,41
14,1600,orishas,38
14,1006,anna nalick,37
14,1991,jack johnson,33
14,213,david gilmour,29
14,1474,fleetwood mac,29
14,738,hooverphonic,29
14,846,kings of leon,26
14,1515,zero 7,26
14,1412,donna summer,25
14,1894,michael jackson,24
14,580,bryan adams,23
14,915,deep purple,23
14,1661,supertramp,23
14,1370,the rolling stones,23
14,382,usher,23
14,1364,marvin gaye,17
14,1491,karunesh,15
14,687,de-phazz,14
14,1496,cher,13
14,1177,st. germain,13
14,1909,eagles,12
14,44,jimi hendrix,12
14,1903,kitaro,11
14,144,air,10
14,728,dire straits,10
14,992,mitch hedberg,10
14,1075,pink,9
14,1552,dane cook,8
14,770,deep forest,8
14,1429,elton john,8
14,1376,jamie cullum,8
14,284,télépopmusik,8
15,1826,elis regina,626
15,1748,amy winehouse,379
15,432,chico buarque,291
15,1932,marisa monte,218
15,1094,alicia keys,171
15,1894,michael jackson,163
15,1397,cássia eller,152
15,1773,etta james,136
15,528,legião urbana,128
15,778,diana krall,95
15,328,ray charles,84
15,13,elvis presley,82
15,1874,caetano veloso,75
15,1635,gilberto gil,73
15,1277,jorge ben,72
15,566,alanis morissette,63
15,911,madonna,58
15,1039,sarah brightman,51
15,1217,the who,45
15,7,avril lavigne,39
15,1817,lauryn hill,35
15,299,nina simone,21
15,1605,coldplay,20
15,1163,norah jones,18
15,524,laura pausini,15
15,543,mariah carey,15
15,1609,george michael,14
15,1377,the beatles,14
15,956,madeleine peyroux,13
15,447,lionel richie,12
15,1190,beastie boys,11
15,1476,adriana calcanhotto,10
15,1000,céline dion,10
15,628,ella fitzgerald,10
15,45,prince,10
15,1310,fiona apple,9
15,1376,jamie cullum,9
15,1731,joss stone,9
15,378,amos lee,8
15,347,aretha franklin,8
15,1645,dido,8
15,839,eva cassidy,8
15,1854,louis armstrong,8
16,1594,air,1146
16,1285,fennesz,1100
16,276,johann sebastian bach,655
16,1274,biosphere,435
16,1115,jacques brel,434
16,1526,michael nyman,379
16,383,thomas newman,291
16,1877,new order,265
16,1180,joy division,199
16,1171,scott walker,198
16,1210,the doors,194
16,1234,slowdive,188
16,530,chris isaak,183
16,181,the chemical brothers,181
16,647,kraftwerk,177
16,1806,hans zimmer,163
16,1533,tom waits,162
16,872,klaus badelt,149
16,476,the smiths,147
16,609,helios,143
16,1766,erik satie,142
16,1686,the fall,139
16,1892,aphex twin,137
16,957,wire,130
16,1675,minutemen,126
16,128,yann tiersen,122
16,688,hüsker dü,118
16,972,bill evans,108
16,1174,phoenix,101
16,729,destroyer,99
16,1070,my bloody valentine,85
16,692,sonic youth,83
16,690,jaga jazzist,82
16,1693,mogwai,72
16,1786,late of the pier,67
16,795,the cure,66
16,755,leonard cohen,60
16,857,bob dylan,48
16,1415,john coltrane,47
16,645,miles davis,47
16,693,simon & garfunkel,39
16,1940,franz schubert,36
16,1140,the velvet underground,35
16,875,madrugada,28
16,1176,nick drake,28
16,403,pavement,25
16,1386,serge gainsbourg,22
16,874,neil young,21
16,1305,talking heads,20
16,330,le tigre,19
16,1646,patti smith,19
16,1136,metronomy,18
16,43,bauhaus,16
16,1890,stereolab,15
16,8,devendra banhart,14
16,922,antônio carlos jobim,13
16,318,funki porcini,13
17,1149,the mountain goats,3155
17,1533,tom waits,1591
17,813,guided by voices,1380
17,1820,the jesus and mary chain,853
17,338,broken social scene,775
17,436,built to spill,712
17,939,billy bragg,661
17,1315,broadcast,585
17,1022,björk,572
17,355,ted leo and the pharmacists,534
17,938,the thermals,516
17,403,pavement,486
17,1606,asobi seksu,482
17,119,deerhoof,450
17,1106,hank williams,447
17,729,destroyer,411
17,1798,belle and sebastian,391
17,1823,mates of state,391
17,1647,tegan and sara,373
17,69,beirut,368
17,469,the magnetic fields,360
17,1844,jawbreaker,342
17,1440,architecture in helsinki,340
17,1176,nick drake,331
17,1070,my bloody valentine,320
17,912,the raveonettes,304
17,857,bob dylan,295
17,210,dolly parton,22
17,899,dinosaur jr.,21
17,977,otis redding,20
17,154,the sonics,19
17,755,leonard cohen,16
17,1305,talking heads,15
17,814,the shins,15
18,1066,bloc party,1677
18,1286,radiohead,1287
18,235,the mars volta,1024
18,948,at the drive-in,866
18,1130,misfits,642
18,476,the smiths,517
18,692,sonic youth,443
18,1070,my bloody valentine,395
18,947,queens of the stone age,356
18,77,animal collective,300
18,1377,the beatles,265
18,1100,the clash,214
18,768,tool,198
18,1840,tv on the radio,198
18,1210,the doors,192
18,990,pink floyd,188
18,1420,pixies,180
18,1692,ramones,173
18,407,rage against the machine,170
18,117,the white stripes,169
18,1770,frank zappa,167
18,1387,interpol,158
18,1140,the velvet underground,151
18,1794,less than jake,149
18,289,mr. bungle,147
18,487,the bouncing souls,147
18,1704,gang of four,142
18,1204,burial,137
18,988,pearl jam,137
18,325,the kills,135
18,1005,battles,132
18,1808,jeff buckley,130
18,464,yo la tengo,130
18,403,pavement,126
18,1892,aphex twin,122
18,800,foals,122
18,258,fugazi,119
18,1925,sigur rós,119
18,50,a perfect circle,118
18,773,led zeppelin,117
18,1829,kyuss,109
18,1072,the fall of troy,107
18,879,manu chao,106
18,758,metallica,106
18,577,squarepusher,101
18,1064,red hot chili peppers,99
18,1150,a tribe called quest,92
18,313,buena vista social club,91
18,1813,au revoir simone,86
18,670,pelican,80
18,277,rancid,80
18,484,morphine,39
18,297,deus,33
18,539,the hold steady,33
18,1938,carla bruni,19
18,1867,dj shadow,17
18,761,the national,13
18,1349,arctic monkeys,10
18,213,david gilmour,10
18,1427,nine inch nails,9
18,131,can,8
18,1394,king crimson,8
18,843,grateful dead,7
18,481,explosions in the sky,6
18,68,thursday,6
18,1141,camel,5
18,1465,mastodon,5
19,846,kings of leon,633
19,999,placebo,424
19,92,lenny kravitz,304
19,1377,the beatles,236
19,1100,the clash,158
19,26,queen,146
19,1683,black eyed peas,140
19,1165,modern talking,129
19,1666,roxette,114
19,625,boney m.,112
19,117,the white stripes,101
19,857,bob dylan,99
19,562,kate bush,90
19,1302,simply red,86
19,1286,radiohead,84
19,1040,moby,82
19,723,rise against,81
19,1435,anti-flag,78
19,1008,breaking benjamin,78
19,1604,system of a down,76
19,1333,godsmack,73
19,1703,enigma,72
19,1735,nofx,69
19,1339,koЯn,64
19,1101,limp bizkit,59
19,1007,depeche mode,58
19,1555,papa roach,55
19,1494,the knife,55
19,487,the bouncing souls,54
19,1827,adema,52
19,1888,mudvayne,52
19,423,soil,52
19,1338,strike anywhere,52
19,1607,propagandhi,51
19,1057,static-x,51
19,1605,coldplay,37
19,193,lali puna,32
19,580,bryan adams,30
19,832,mushroomhead,30
19,1252,rod stewart,30
19,744,the blow,30
19,713,m.i.a.,29
19,1882,the notwist,29
19,1370,the rolling stones,28
19,627,david bowie,27
19,1259,slipknot,27
20,1149,the mountain goats,738
20,1281,against me!,354
20,1844,jawbreaker,196
20,1870,descendents,172
20,1819,bad brains,153
20,868,outkast,149
20,154,the sonics,129
20,481,explosions in the sky,122
20,788,alkaline trio,120
20,1675,minutemen,109
20,142,bad religion,102
20,27,the aquabats!,101
20,1692,ramones,96
20,37,daft punk,87
20,60,minor threat,87
20,757,a wilhelm scream,86
20,1928,t.i.,84
20,493,low,64
20,327,the fiery furnaces,63
20,938,the thermals,63
20,649,boris,38
20,1197,melvins,36
20,355,ted leo and the pharmacists,36
20,1580,hot water music,32
20,1950,converge,31
20,1686,the fall,16
20,136,pain,15
21,1642,the bird and the bee,47
21,1406,jazzanova,39
21,848,bruce springsteen,38
21,822,m83,33
21,1971,nat king cole,33
21,703,dean martin,32
21,1380,faith no more,28
21,1594,air,26
21,13,elvis presley,26
21,203,röyksopp,25
21,1900,iggy pop,23
21,224,midnight juggernauts,23
21,1007,depeche mode,21
21,546,the divine comedy,21
21,1882,the notwist,20
21,295,basement jaxx,19
21,221,the flaming lips,19
21,1066,bloc party,18
21,827,lily allen,18
21,550,deadmau5,17
21,1040,moby,16
21,1398,q-tip,16
21,1471,jamie t,15
21,1997,kent,15
21,754,lady gaga,15
21,1079,calvin harris,14
21,1786,late of the pier,14
21,316,lcd soundsystem,14
21,1833,mando diao,14
21,1782,nicola conte,14
21,1442,panic at the disco,14
21,1921,the presets,14
21,222,flight of the conchords,13
21,1631,kings of convenience,13
21,1118,mum,12
21,1336,just jack,11
21,1528,onerepublic,11
21,498,erasure,9
21,518,britney spears,8
21,715,lady sovereign,8
21,1930,fever ray,7
21,336,ladyhawke,6
21,1485,pet shop boys,6
21,1946,bob sinclar,5
21,1792,the jackson 5,5
21,109,massive attack,4
21,1287,nathan fake,4
22,1544,mgmt,567
22,1359,vampire weekend,278
22,863,caribou,277
22,1648,the black keys,258
22,1483,the raconteurs,209
22,1959,fleet foxes,208
22,155,kanye west,173
22,137,eels,165
22,497,bon iver,163
22,207,beck,159
22,997,of montreal,155
22,274,girl talk,141
22,1840,tv on the radio,140
22,55,andrew bird,131
22,117,the white stripes,128
22,1379,crystal castles,126
22,1409,ray lamontagne,126
22,1260,gnarls barkley,124
22,1082,babyshambles,118
22,623,ryan adams & the cardinals,118
22,1722,passion pit,115
22,1286,radiohead,114
22,1832,my morning jacket,113
22,874,neil young,109
22,1174,phoenix,109
22,665,grizzly bear,106
22,857,bob dylan,105
22,822,m83,104
22,761,the national,103
22,1146,the killers,101
22,627,david bowie,97
22,372,peter bjorn and john,95
22,1886,feist,90
22,1340,lil' wayne,90
22,657,yeah yeah yeahs,88
22,1377,the beatles,86
22,846,kings of leon,80
22,1966,she & him,78
22,852,the allman brothers band,78
22,746,chromeo,76
22,1539,iron & wine,76
22,1040,moby,75
22,164,the kinks,75
22,1370,the rolling stones,74
22,843,grateful dead,73
22,1991,jack johnson,73
22,1349,arctic monkeys,72
22,1883,the strokes,72
22,595,deerhunter,71
22,327,the fiery furnaces,70
22,1525,the dodos,68
22,1208,wilco,64
22,1719,midlake,62
22,1336,just jack,58
22,1306,modest mouse,56
22,1843,the beach boys,54
22,756,m. ward,48
22,924,bonnie 'prince' billy,45
22,427,jefferson airplane,43
22,464,yo la tengo,43
22,859,donovan,38
22,815,sam cooke,36
22,1735,nofx,34
23,1259,slipknot,188
23,988,pearl jam,164
23,117,the white stripes,153
23,262,the offspring,116
23,1286,radiohead,92
23,1196,muse,91
23,1546,dope,61
23,31,lifehouse,52
23,1604,system of a down,52
23,1934,the kooks,47
23,1679,bullet for my valentine,43
23,758,metallica,40
23,1448,the smashing pumpkins,33
23,876,deftones,31
23,1702,30 seconds to mars,30
23,990,pink floyd,30
23,57,green day,28
23,1683,black eyed peas,25
23,37,daft punk,25
23,773,led zeppelin,24
23,905,apocalyptica,22
23,293,dream theater,22
23,1479,slayer,21
23,251,machine head,19
23,1009,nirvana,18
23,1007,depeche mode,17
23,585,the vines,17
23,1134,bush,15
23,1917,children of bodom,15
23,846,kings of leon,13
23,699,marilyn manson,12
23,1349,arctic monkeys,11
23,1888,mudvayne,11
23,668,skinny puppy,11
23,565,alice in chains,10
23,1222,counting crows,10
23,1339,koЯn,10
23,67,maroon 5,10
23,135,ministry,10
23,1427,nine inch nails,10
23,768,tool,10
23,430,velvet revolver,10
23,261,3 doors down,9
23,407,rage against the machine,9
23,1586,rob zombie,8
23,348,hoobastank,7
23,92,lenny kravitz,7
23,882,matchbox twenty,7
23,1065,stone temple pilots,7
23,510,kmfdm,6
23,538,the hives,6
23,1776,goo goo dolls,5
23,1064,red hot chili peppers,5
23,1920,killing joke,3
23,829,puscifer,3
23,415,blind melon,2
23,695,bon jovi,2
23,563,disturbed,2
23,1102,front 242,2
23,1785,incubus,2
23,981,jason mraz,2
23,832,mushroomhead,2
23,65,powerman 5000,2
23,1057,static-x,2
23,1883,the strokes,2
24,641,los hermanos,956
24,74,stereophonics,721
24,207,beck,707
24,137,eels,670
24,1809,teenage fanclub,660
24,846,kings of leon,566
24,1883,the strokes,545
24,1859,camera obscura,427
24,2,death cab for cutie,412
24,38,cat power,390
24,432,chico buarque,339
24,743,supergrass,329
24,1672,johnny cash,299
24,1798,belle and sebastian,294
24,616,the arcade fire,281
24,1556,super furry animals,251
24,1156,the decemberists,251
24,1387,interpol,248
24,1811,pj harvey,247
24,999,placebo,235
24,252,travis,233
24,1050,the go! team,227
24,1483,the raconteurs,217
24,1631,kings of convenience,215
24,46,cold war kids,212
24,736,the zutons,211
24,793,kasabian,197
24,117,the white stripes,197
24,1239,sondre lerche,193
24,448,elbow,189
24,1349,arctic monkeys,186
24,1306,modest mouse,181
24,1118,mum,173
24,1140,the velvet underground,169
24,997,of montreal,166
24,240,damien rice,163
24,1936,muddy waters,105
24,662,groundation,66
24,1778,augustus pablo,62
24,1208,wilco,53
24,1021,the skatalites,52
24,947,queens of the stone age,48
24,1367,john lee hooker,42
24,54,the specials,38
24,1190,beastie boys,25
24,381,the jimi hendrix experience,23
24,44,jimi hendrix,21
24,773,led zeppelin,19
24,300,toots and the maytals,19
24,1199,lou reed,18
24,1681,billie holiday,17
24,977,otis redding,17
